epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2979.64,0.85503,0.54293,1.07586,0.9237,0.90719,0.94315,0.74484,0.87433,0.49114,1.04074,0.0064162,0.0064162,0.0064162
183,2998.19,0.84625,0.53543,1.06505,0.92707,0.89072,0.93575,0.73997,0.88336,0.49741,1.0485,0.0063964,0.0063964,0.0063964
184,3020.89,0.8545,0.55031,1.07413,0.9415,0.87874,0.93612,0.74912,0.87012,0.48934,1.04507,0.0063766,0.0063766,0.0063766
185,3043.58,0.85954,0.55282,1.08197,0.93862,0.88174,0.93834,0.7518,0.8653,0.48194,1.0391,0.0063568,0.0063568,0.0063568
186,3066.32,0.84549,0.53699,1.06802,0.92671,0.89072,0.93554,0.75097,0.85998,0.49283,1.0344,0.006337,0.006337,0.006337
187,3088.79,0.84557,0.54,1.07313,0.94092,0.87575,0.93733,0.75436,0.86848,0.50272,1.0347,0.0063172,0.0063172,0.0063172
188,3111.41,0.84585,0.54403,1.06991,0.93272,0.89243,0.93815,0.75407,0.85877,0.48535,1.03324,0.0062974,0.0062974,0.0062974
189,3134.06,0.85278,0.54223,1.07615,0.94218,0.88323,0.93854,0.75645,0.85388,0.48756,1.02767,0.0062776,0.0062776,0.0062776
190,3156.36,0.8398,0.52949,1.06449,0.93608,0.89222,0.93864,0.75417,0.85719,0.47269,1.0332,0.0062578,0.0062578,0.0062578
191,3178.85,0.84708,0.54334,1.06844,0.94823,0.87741,0.94309,0.75851,0.84564,0.46745,1.02781,0.006238,0.006238,0.006238
192,3201.14,0.84014,0.52914,1.06398,0.94111,0.8851,0.94045,0.75409,0.84726,0.47329,1.03319,0.0062182,0.0062182,0.0062182
193,3223.36,0.84695,0.53761,1.07095,0.92968,0.90569,0.94346,0.75871,0.838,0.46743,1.02669,0.0061984,0.0061984,0.0061984
194,3245.99,0.83755,0.52769,1.07009,0.94029,0.89671,0.94369,0.75952,0.8393,0.46387,1.02273,0.0061786,0.0061786,0.0061786
195,3268.89,0.83824,0.53458,1.0679,0.94506,0.89072,0.94096,0.76035,0.84022,0.46848,1.02867,0.0061588,0.0061588,0.0061588
196,3291.57,0.83044,0.53172,1.06102,0.95769,0.88109,0.94407,0.75848,0.85194,0.47532,1.0268,0.006139,0.006139,0.006139
197,3314.18,0.82009,0.52102,1.05785,0.94714,0.88473,0.94242,0.76014,0.84397,0.47647,1.03035,0.0061192,0.0061192,0.0061192
198,3336.58,0.82986,0.53309,1.07593,0.94464,0.88623,0.94229,0.75628,0.85711,0.48224,1.03665,0.0060994,0.0060994,0.0060994
199,3354.79,0.82575,0.52561,1.05002,0.9368,0.88922,0.941,0.75719,0.85185,0.48325,1.03564,0.0060796,0.0060796,0.0060796
200,3367.09,0.82774,0.52602,1.06896,0.93781,0.88772,0.94183,0.75966,0.84625,0.46758,1.03097,0.0060598,0.0060598,0.0060598
201,3379.36,0.8297,0.52631,1.06117,0.94002,0.88473,0.94456,0.76093,0.84051,0.46495,1.02762,0.00604,0.00604,0.00604
202,3391.43,0.82663,0.51979,1.05897,0.92837,0.89371,0.94227,0.76076,0.83296,0.47571,1.02219,0.0060202,0.0060202,0.0060202
203,3403.55,0.83137,0.52357,1.06613,0.93971,0.87575,0.94257,0.75673,0.85328,0.48043,1.03104,0.0060004,0.0060004,0.0060004
204,3415.73,0.81874,0.5209,1.0615,0.93664,0.88521,0.93611,0.75248,0.8479,0.47955,1.03919,0.0059806,0.0059806,0.0059806
205,3427.83,0.80911,0.51079,1.05709,0.94111,0.88323,0.93531,0.75981,0.83868,0.47647,1.02873,0.0059608,0.0059608,0.0059608
206,3439.89,0.82245,0.52282,1.05693,0.92225,0.89222,0.94,0.76054,0.83417,0.47073,1.01838,0.005941,0.005941,0.005941
207,3451.86,0.81596,0.52166,1.04609,0.93762,0.87575,0.93782,0.7608,0.8281,0.4798,1.01288,0.0059212,0.0059212,0.0059212
208,3463.88,0.8197,0.5261,1.0509,0.93567,0.89267,0.94324,0.76201,0.84966,0.48347,1.01934,0.0059014,0.0059014,0.0059014
209,3475.77,0.826,0.52277,1.05954,0.92214,0.89671,0.94171,0.7645,0.83454,0.47913,1.01856,0.0058816,0.0058816,0.0058816
210,3495.31,0.81567,0.51118,1.05511,0.92167,0.89834,0.94312,0.76549,0.82831,0.47088,1.01154,0.0058618,0.0058618,0.0058618
211,3517.87,0.80893,0.50775,1.03517,0.93301,0.88473,0.93952,0.76755,0.8243,0.46931,1.00963,0.005842,0.005842,0.005842
212,3540.46,0.78875,0.50833,1.03977,0.93507,0.90546,0.94314,0.7658,0.82701,0.4593,1.00579,0.0058222,0.0058222,0.0058222
213,3563.12,0.81139,0.49952,1.04956,0.9334,0.88623,0.94026,0.76158,0.84044,0.47616,1.0155,0.0058024,0.0058024,0.0058024
214,3586.04,0.81146,0.51731,1.0553,0.93316,0.89864,0.94079,0.76514,0.83282,0.47212,1.01466,0.0057826,0.0057826,0.0057826
215,3608.81,0.82101,0.51212,1.05286,0.92357,0.90569,0.94176,0.7641,0.83066,0.47008,1.01322,0.0057628,0.0057628,0.0057628
216,3631.68,0.7889,0.49863,1.03645,0.92401,0.8997,0.9399,0.76298,0.83407,0.48337,1.01256,0.005743,0.005743,0.005743
217,3654.9,0.79728,0.50264,1.05303,0.92805,0.89521,0.94191,0.76585,0.82734,0.4695,1.01288,0.0057232,0.0057232,0.0057232
218,3677.54,0.81133,0.51811,1.06186,0.92465,0.90016,0.94074,0.76611,0.82831,0.4775,1.01358,0.0057034,0.0057034,0.0057034
219,3699.85,0.80301,0.5015,1.04629,0.92898,0.90078,0.94044,0.76483,0.8312,0.47587,1.01421,0.0056836,0.0056836,0.0056836
220,3722.96,0.79286,0.4954,1.04463,0.9357,0.8982,0.9417,0.76884,0.83441,0.46127,1.0197,0.0056638,0.0056638,0.0056638
221,3745.42,0.80547,0.51593,1.05179,0.94205,0.89072,0.9439,0.76813,0.83838,0.46805,1.01542,0.005644,0.005644,0.005644
222,3768.24,0.79601,0.50796,1.04547,0.94427,0.8997,0.94273,0.7659,0.84797,0.47297,1.02155,0.0056242,0.0056242,0.0056242
223,3790.94,0.78513,0.49777,1.03814,0.94496,0.89953,0.93905,0.7672,0.85006,0.46924,1.02637,0.0056044,0.0056044,0.0056044
224,3813.78,0.79832,0.49979,1.04478,0.93334,0.9012,0.93978,0.76663,0.84106,0.46184,1.02042,0.0055846,0.0055846,0.0055846
225,3836.61,0.79067,0.49774,1.04322,0.93288,0.9012,0.93899,0.76754,0.84512,0.46361,1.03047,0.0055648,0.0055648,0.0055648
226,3859.38,0.79627,0.50192,1.04456,0.93405,0.8997,0.94134,0.76525,0.85153,0.46554,1.03057,0.005545,0.005545,0.005545
227,3882.18,0.78294,0.48995,1.0337,0.93901,0.8982,0.93873,0.76808,0.8342,0.45866,1.02433,0.0055252,0.0055252,0.0055252
228,3904.88,0.79463,0.50112,1.04268,0.94934,0.89777,0.93876,0.7674,0.83182,0.45838,1.02336,0.0055054,0.0055054,0.0055054
229,3928.45,0.78296,0.49157,1.0429,0.9451,0.89521,0.94142,0.76921,0.82876,0.46071,1.02129,0.0054856,0.0054856,0.0054856
230,3952.02,0.78299,0.49523,1.03722,0.92148,0.91359,0.94039,0.77211,0.83298,0.45989,1.01904,0.0054658,0.0054658,0.0054658
231,3977.98,0.80028,0.50191,1.04629,0.94479,0.89663,0.94076,0.77147,0.83772,0.46517,1.0256,0.005446,0.005446,0.005446
232,4002.34,0.78406,0.48781,1.02394,0.9476,0.89339,0.94241,0.77213,0.83848,0.46544,1.02687,0.0054262,0.0054262,0.0054262
233,4024.86,0.77811,0.49185,1.03268,0.92821,0.90976,0.94171,0.77409,0.83248,0.46206,1.02005,0.0054064,0.0054064,0.0054064
234,4051.13,0.78105,0.49399,1.03203,0.94905,0.8997,0.94231,0.77533,0.8258,0.45556,1.01689,0.0053866,0.0053866,0.0053866
235,4073.3,0.78645,0.49843,1.03703,0.94791,0.9012,0.94496,0.77625,0.82655,0.44511,1.02138,0.0053668,0.0053668,0.0053668
236,4095.58,0.77513,0.48218,1.02925,0.93641,0.90719,0.94447,0.77306,0.82323,0.43856,1.01928,0.005347,0.005347,0.005347
237,4117.89,0.78381,0.4872,1.03559,0.94509,0.9012,0.9441,0.77421,0.819,0.44337,1.01519,0.0053272,0.0053272,0.0053272
238,4144.33,0.77993,0.48391,1.02788,0.94377,0.9045,0.94307,0.77208,0.82159,0.44276,1.01557,0.0053074,0.0053074,0.0053074
239,4167.28,0.77078,0.48763,1.03247,0.94476,0.9012,0.94266,0.77351,0.80977,0.44593,1.0094,0.0052876,0.0052876,0.0052876
240,4190.13,0.77784,0.48261,1.03359,0.94211,0.90134,0.94241,0.77491,0.81218,0.44633,1.00877,0.0052678,0.0052678,0.0052678
241,4212.46,0.76873,0.48233,1.03341,0.93978,0.90419,0.94174,0.7764,0.80952,0.45177,1.01062,0.005248,0.005248,0.005248
242,4234.74,0.76458,0.48079,1.04112,0.93972,0.8997,0.94212,0.7754,0.81158,0.44735,1.01146,0.0052282,0.0052282,0.0052282
243,4257.15,0.78475,0.49679,1.03839,0.9416,0.8982,0.94254,0.77661,0.81019,0.4459,1.0093,0.0052084,0.0052084,0.0052084
244,4280.56,0.76956,0.47716,1.02603,0.93985,0.8997,0.94244,0.77657,0.80872,0.44293,1.00829,0.0051886,0.0051886,0.0051886
245,4302.52,0.77457,0.47408,1.02516,0.93221,0.90577,0.94176,0.77481,0.80926,0.44339,1.00633,0.0051688,0.0051688,0.0051688
246,4324.29,0.76432,0.48309,1.02982,0.93359,0.90497,0.94248,0.77673,0.81319,0.4453,1.00718,0.005149,0.005149,0.005149
247,4345.84,0.76954,0.48434,1.03443,0.93497,0.904,0.94018,0.77553,0.81952,0.44255,1.00988,0.0051292,0.0051292,0.0051292
248,4367.44,0.75834,0.47267,1.02591,0.94014,0.9012,0.94023,0.77686,0.8191,0.44383,1.00917,0.0051094,0.0051094,0.0051094
249,4389.28,0.77025,0.48656,1.03244,0.9333,0.90069,0.94165,0.78113,0.80995,0.44109,1.00659,0.0050896,0.0050896,0.0050896
250,4411,0.76787,0.47618,1.02935,0.93762,0.89998,0.9424,0.77951,0.80338,0.44495,1.00091,0.0050698,0.0050698,0.0050698
251,4432.84,0.76356,0.47947,1.02369,0.95037,0.88922,0.94383,0.7858,0.79718,0.44567,0.99619,0.00505,0.00505,0.00505
252,4454.41,0.75105,0.47496,1.02553,0.95512,0.89202,0.94283,0.78704,0.79064,0.43729,0.99232,0.0050302,0.0050302,0.0050302
253,4476.13,0.75363,0.4697,1.02108,0.94858,0.89671,0.94603,0.78672,0.78802,0.43355,0.99218,0.0050104,0.0050104,0.0050104
254,4497.78,0.75214,0.47172,1.0271,0.94875,0.89671,0.94588,0.78698,0.78445,0.4311,0.98991,0.0049906,0.0049906,0.0049906
255,4519.47,0.7536,0.46979,1.02314,0.94616,0.89671,0.94675,0.78573,0.78729,0.43462,0.99277,0.0049708,0.0049708,0.0049708
256,4541.17,0.7632,0.47344,1.03094,0.93479,0.90125,0.94836,0.78615,0.78017,0.43504,0.98976,0.004951,0.004951,0.004951
257,4563.1,0.75205,0.47518,1.01934,0.92782,0.90446,0.9478,0.7866,0.78378,0.43552,0.99465,0.0049312,0.0049312,0.0049312
258,4584.83,0.73955,0.47161,1.01603,0.92805,0.9075,0.94793,0.78643,0.78673,0.43667,0.99307,0.0049114,0.0049114,0.0049114
259,4606.69,0.75552,0.47402,1.01914,0.92633,0.90868,0.94658,0.78595,0.77933,0.44168,0.9888,0.0048916,0.0048916,0.0048916
260,4628.51,0.75112,0.46918,1.02109,0.9293,0.90512,0.9453,0.78573,0.77842,0.44191,0.98847,0.0048718,0.0048718,0.0048718
261,4650.34,0.75641,0.48043,1.01817,0.92016,0.91018,0.94622,0.78441,0.78524,0.43947,0.99315,0.004852,0.004852,0.004852
262,4672.67,0.74488,0.46134,1.01129,0.93447,0.8982,0.94553,0.78903,0.78499,0.44225,0.99436,0.0048322,0.0048322,0.0048322
263,4694.68,0.75108,0.4743,1.0202,0.94174,0.89529,0.9468,0.78952,0.78502,0.44083,0.99277,0.0048124,0.0048124,0.0048124
264,4716.59,0.74518,0.45875,1.00786,0.92157,0.91317,0.94855,0.79163,0.78177,0.43795,0.98679,0.0047926,0.0047926,0.0047926
265,4738.74,0.75289,0.46525,1.01645,0.94331,0.89681,0.94686,0.79122,0.78107,0.43669,0.9864,0.0047728,0.0047728,0.0047728
266,4760.59,0.75263,0.46507,1.02152,0.94846,0.89222,0.94654,0.79247,0.78019,0.43956,0.98555,0.004753,0.004753,0.004753
267,4782.58,0.75048,0.47174,1.02156,0.94509,0.89371,0.94816,0.79303,0.78149,0.43767,0.9849,0.0047332,0.0047332,0.0047332
268,4804.42,0.74256,0.46293,1.01664,0.92993,0.91168,0.94866,0.79372,0.78155,0.43839,0.98519,0.0047134,0.0047134,0.0047134
269,4826.24,0.74448,0.45827,1.02023,0.93364,0.91317,0.94909,0.79494,0.7886,0.43317,0.98757,0.0046936,0.0046936,0.0046936
270,4847.96,0.73475,0.45703,1.00919,0.93204,0.91168,0.9481,0.79248,0.79281,0.43811,0.9911,0.0046738,0.0046738,0.0046738
271,4869.81,0.72802,0.45344,1.00408,0.91624,0.91704,0.94747,0.78966,0.78906,0.4371,0.99107,0.004654,0.004654,0.004654
272,4891.69,0.74059,0.45871,1.0142,0.92011,0.91377,0.94798,0.79233,0.78902,0.43539,0.99199,0.0046342,0.0046342,0.0046342
273,4913.47,0.73555,0.45618,1.00727,0.93122,0.90269,0.94804,0.79365,0.7871,0.43493,0.99186,0.0046144,0.0046144,0.0046144
274,4935.18,0.73362,0.45692,1.00676,0.92406,0.91168,0.94698,0.79357,0.77721,0.43177,0.99135,0.0045946,0.0045946,0.0045946
275,4956.94,0.724,0.45348,1.00834,0.94221,0.8982,0.94645,0.79472,0.77709,0.43113,0.99692,0.0045748,0.0045748,0.0045748
276,4978.69,0.72636,0.45411,1.00985,0.93387,0.90909,0.94703,0.79529,0.77296,0.43142,0.99536,0.004555,0.004555,0.004555
277,5000.68,0.73496,0.46109,1.01662,0.92905,0.91168,0.94737,0.7973,0.77184,0.42908,0.99565,0.0045352,0.0045352,0.0045352
278,5022.4,0.73747,0.46449,1.01991,0.94381,0.8982,0.94865,0.79609,0.77169,0.42972,0.99308,0.0045154,0.0045154,0.0045154
279,5044.18,0.7442,0.45918,1.02121,0.94767,0.90719,0.95025,0.79603,0.77065,0.42529,0.99124,0.0044956,0.0044956,0.0044956
280,5066.11,0.73103,0.45406,1.01243,0.94827,0.90563,0.94836,0.79612,0.77468,0.42979,0.99143,0.0044758,0.0044758,0.0044758
281,5087.76,0.73173,0.46135,1.00756,0.94668,0.9037,0.94797,0.796,0.7759,0.43092,0.98815,0.004456,0.004456,0.004456
282,5109.73,0.7434,0.46336,1.01682,0.9436,0.90419,0.94649,0.79544,0.77683,0.43563,0.9913,0.0044362,0.0044362,0.0044362
283,5131.59,0.72136,0.44677,1.00207,0.92463,0.91821,0.94481,0.79422,0.78104,0.43717,0.99502,0.0044164,0.0044164,0.0044164
284,5153.5,0.72711,0.45445,1.00964,0.93588,0.90719,0.94332,0.78899,0.7891,0.43793,1.00399,0.0043966,0.0043966,0.0043966
285,5175.54,0.72352,0.44699,1.00525,0.93398,0.91067,0.94242,0.79357,0.7852,0.43668,1.00086,0.0043768,0.0043768,0.0043768
286,5197.33,0.73608,0.45677,1.02073,0.93662,0.90868,0.94488,0.79438,0.77886,0.43682,0.99532,0.004357,0.004357,0.004357
287,5219.14,0.71834,0.44824,1.00353,0.93568,0.91469,0.94619,0.79682,0.77455,0.43361,0.99139,0.0043372,0.0043372,0.0043372
288,5240.92,0.72464,0.44677,1.0076,0.94059,0.91617,0.94672,0.79608,0.77163,0.43249,0.98958,0.0043174,0.0043174,0.0043174
289,5262.66,0.70959,0.43659,1.00214,0.94285,0.91376,0.946,0.79485,0.76649,0.43227,0.98467,0.0042976,0.0042976,0.0042976
290,5284.34,0.72345,0.45112,1.00318,0.94432,0.91467,0.94646,0.79465,0.76773,0.43266,0.98404,0.0042778,0.0042778,0.0042778
291,5306.18,0.72524,0.44701,1.00801,0.94675,0.91018,0.94649,0.79437,0.76908,0.43226,0.98677,0.004258,0.004258,0.004258
292,5328.01,0.7254,0.44879,1.01416,0.93992,0.91338,0.94709,0.79421,0.76825,0.43063,0.98575,0.0042382,0.0042382,0.0042382
293,5340.41,0.71051,0.44205,1.0015,0.93761,0.91467,0.9461,0.79405,0.76546,0.43179,0.9846,0.0042184,0.0042184,0.0042184
294,5352.02,0.71983,0.44681,1.01346,0.93295,0.91655,0.94558,0.79841,0.76303,0.43504,0.98421,0.0041986,0.0041986,0.0041986
295,5363.68,0.72071,0.44656,1.00395,0.93693,0.91168,0.94687,0.79818,0.76273,0.43725,0.98199,0.0041788,0.0041788,0.0041788
296,5376.12,0.71569,0.43763,1.00327,0.94053,0.91168,0.94677,0.80034,0.76321,0.43659,0.98058,0.004159,0.004159,0.004159
297,5387.78,0.71232,0.43501,1.00254,0.93172,0.91917,0.94744,0.79881,0.75982,0.43508,0.98011,0.0041392,0.0041392,0.0041392
298,5399.26,0.70004,0.43239,0.9923,0.93248,0.91916,0.94676,0.79974,0.75979,0.43865,0.98065,0.0041194,0.0041194,0.0041194
299,5420.23,0.7149,0.4329,0.99791,0.93185,0.92109,0.94674,0.79995,0.76452,0.43902,0.98267,0.0040996,0.0040996,0.0040996
300,5441.93,0.70238,0.43029,0.99472,0.92955,0.91916,0.9473,0.79926,0.76123,0.44109,0.98096,0.0040798,0.0040798,0.0040798
301,5463.64,0.70947,0.43933,0.9974,0.93691,0.91467,0.94954,0.80074,0.75908,0.43923,0.98054,0.00406,0.00406,0.00406
302,5485.29,0.72028,0.44575,1.00494,0.93816,0.91467,0.95039,0.80108,0.75688,0.43578,0.98157,0.0040402,0.0040402,0.0040402
303,5506.95,0.70251,0.42867,0.99551,0.94001,0.91617,0.95069,0.80286,0.75461,0.43088,0.9812,0.0040204,0.0040204,0.0040204
304,5528.74,0.70032,0.43222,0.99626,0.93659,0.92066,0.95059,0.80338,0.75389,0.42743,0.98016,0.0040006,0.0040006,0.0040006
305,5550.61,0.6902,0.43013,0.99506,0.93377,0.92066,0.94957,0.80165,0.75285,0.42656,0.98023,0.0039808,0.0039808,0.0039808
306,5572.32,0.69503,0.43059,0.99911,0.93601,0.91317,0.94862,0.79978,0.75373,0.43243,0.98025,0.003961,0.003961,0.003961
307,5594.08,0.69929,0.43219,1.0016,0.94129,0.91199,0.94863,0.80054,0.7538,0.42991,0.9799,0.0039412,0.0039412,0.0039412
308,5615.78,0.69412,0.42282,0.99415,0.94296,0.91617,0.94885,0.80224,0.74978,0.42731,0.97841,0.0039214,0.0039214,0.0039214
309,5637.46,0.69974,0.42343,0.9926,0.94008,0.91603,0.94933,0.80387,0.75041,0.42498,0.97717,0.0039016,0.0039016,0.0039016
310,5659.2,0.693,0.43244,0.9966,0.93879,0.91834,0.95052,0.80562,0.74713,0.42021,0.97602,0.0038818,0.0038818,0.0038818
311,5680.86,0.70157,0.4391,0.99638,0.93621,0.92066,0.95024,0.80511,0.74947,0.41944,0.97621,0.003862,0.003862,0.003862
312,5702.62,0.68925,0.4293,0.99595,0.93916,0.91916,0.95051,0.80516,0.74897,0.4178,0.97653,0.0038422,0.0038422,0.0038422
313,5724.45,0.68898,0.42207,0.99642,0.9413,0.91916,0.95127,0.80667,0.74911,0.41617,0.97662,0.0038224,0.0038224,0.0038224
314,5746.25,0.67914,0.41856,0.98861,0.93976,0.92066,0.95004,0.80441,0.74619,0.41329,0.97417,0.0038026,0.0038026,0.0038026
315,5768.09,0.69518,0.42781,0.99472,0.94335,0.92216,0.95042,0.8056,0.74516,0.41321,0.97337,0.0037828,0.0037828,0.0037828
316,5788.17,0.6871,0.41689,0.98522,0.94539,0.92066,0.95112,0.80501,0.7454,0.4106,0.97328,0.003763,0.003763,0.003763
317,5799.97,0.69816,0.42479,0.98774,0.94032,0.91992,0.95126,0.80394,0.7439,0.40966,0.97198,0.0037432,0.0037432,0.0037432
318,5811.64,0.69383,0.42313,0.98543,0.94039,0.92107,0.95165,0.80724,0.74255,0.40825,0.97169,0.0037234,0.0037234,0.0037234
319,5823.41,0.6758,0.41927,0.98386,0.94025,0.91873,0.95216,0.80671,0.74145,0.40962,0.97092,0.0037036,0.0037036,0.0037036
320,5835.12,0.68421,0.42314,0.98887,0.93649,0.91916,0.95169,0.80479,0.74174,0.41017,0.97075,0.0036838,0.0036838,0.0036838
321,5846.66,0.67215,0.41882,0.98885,0.94193,0.91317,0.95219,0.80566,0.73977,0.40847,0.96879,0.003664,0.003664,0.003664
322,5860,0.68074,0.42096,0.98478,0.94278,0.91256,0.95104,0.80613,0.73921,0.40571,0.96808,0.0036442,0.0036442,0.0036442
323,5881.88,0.68709,0.42012,0.99015,0.94341,0.91168,0.95312,0.80709,0.73753,0.40402,0.96765,0.0036244,0.0036244,0.0036244
324,5903.8,0.67708,0.42027,0.98916,0.93878,0.91916,0.95122,0.80818,0.73604,0.40287,0.96793,0.0036046,0.0036046,0.0036046
325,5925.6,0.6759,0.41689,0.98922,0.94544,0.91168,0.95138,0.80908,0.73609,0.40293,0.96828,0.0035848,0.0035848,0.0035848
326,5947.37,0.68474,0.42147,0.98947,0.94569,0.91235,0.95197,0.80984,0.73624,0.40352,0.96816,0.003565,0.003565,0.003565
327,5969.09,0.67916,0.41349,0.98288,0.94578,0.91403,0.95352,0.8089,0.73507,0.40173,0.96827,0.0035452,0.0035452,0.0035452
328,5990.85,0.68052,0.41442,0.98191,0.94576,0.91366,0.95305,0.81017,0.73512,0.40311,0.96883,0.0035254,0.0035254,0.0035254
329,6012.77,0.67544,0.41665,0.98494,0.94364,0.91467,0.95271,0.80951,0.7339,0.40415,0.96888,0.0035056,0.0035056,0.0035056
330,6034.55,0.66738,0.40707,0.98347,0.93616,0.92365,0.95242,0.80999,0.73648,0.40727,0.97101,0.0034858,0.0034858,0.0034858
331,6056.37,0.67607,0.41318,0.97821,0.94025,0.91867,0.95199,0.80765,0.73683,0.40987,0.97096,0.003466,0.003466,0.003466
332,6078.44,0.66909,0.4072,0.98094,0.9404,0.92126,0.95216,0.80717,0.73806,0.41183,0.97136,0.0034462,0.0034462,0.0034462
333,6100.43,0.66284,0.40692,0.9686,0.94031,0.92066,0.95227,0.81023,0.73901,0.41211,0.97169,0.0034264,0.0034264,0.0034264
334,6122.29,0.65831,0.40873,0.98337,0.94576,0.91351,0.95234,0.81113,0.73662,0.40983,0.97002,0.0034066,0.0034066,0.0034066
335,6143.96,0.66476,0.40563,0.98178,0.94171,0.91909,0.95259,0.811,0.73617,0.41071,0.96931,0.0033868,0.0033868,0.0033868
336,6165.66,0.66807,0.41083,0.97732,0.94436,0.91464,0.95333,0.81237,0.73734,0.41065,0.9702,0.003367,0.003367,0.003367
337,6187.46,0.67096,0.40919,0.9824,0.93912,0.91766,0.95363,0.81243,0.73813,0.41205,0.97067,0.0033472,0.0033472,0.0033472
338,6209.36,0.66029,0.40435,0.97701,0.9492,0.90719,0.95401,0.81227,0.73876,0.41352,0.97109,0.0033274,0.0033274,0.0033274
339,6231.11,0.65835,0.40446,0.97886,0.95281,0.90683,0.95438,0.81252,0.73901,0.41105,0.97074,0.0033076,0.0033076,0.0033076
340,6253.04,0.65195,0.40078,0.97531,0.9543,0.90658,0.95384,0.81295,0.73743,0.40946,0.97097,0.0032878,0.0032878,0.0032878
341,6274.94,0.66256,0.40607,0.97866,0.95567,0.90868,0.95437,0.81241,0.73882,0.41131,0.97365,0.003268,0.003268,0.003268
342,6296.81,0.66259,0.4011,0.9797,0.95503,0.90868,0.95505,0.81225,0.73869,0.41083,0.97525,0.0032482,0.0032482,0.0032482
343,6318.74,0.66395,0.41296,0.9791,0.95434,0.90728,0.95537,0.81236,0.73703,0.41038,0.97469,0.0032284,0.0032284,0.0032284
344,6340.75,0.66524,0.41075,0.98326,0.95419,0.90719,0.95415,0.81301,0.73693,0.40772,0.97329,0.0032086,0.0032086,0.0032086
345,6362.6,0.66563,0.41251,0.98197,0.95577,0.90584,0.95454,0.81326,0.73669,0.40457,0.97346,0.0031888,0.0031888,0.0031888
346,6384.42,0.65777,0.40657,0.97956,0.95635,0.90569,0.95416,0.81346,0.73669,0.40539,0.97338,0.003169,0.003169,0.003169
347,6406.18,0.66831,0.40385,0.98271,0.95572,0.90474,0.9543,0.8143,0.73563,0.40432,0.97296,0.0031492,0.0031492,0.0031492
348,6428.06,0.6698,0.41073,0.98363,0.94588,0.91576,0.95291,0.81363,0.73594,0.40355,0.97338,0.0031294,0.0031294,0.0031294
349,6449.99,0.667,0.40509,0.9813,0.94432,0.91404,0.95392,0.81295,0.73509,0.40496,0.97302,0.0031096,0.0031096,0.0031096
350,6471.75,0.65144,0.40407,0.97838,0.94689,0.91168,0.953,0.81369,0.73345,0.4049,0.97216,0.0030898,0.0030898,0.0030898
351,6493.53,0.65742,0.40943,0.98086,0.95138,0.9081,0.95316,0.81336,0.73347,0.40442,0.97243,0.00307,0.00307,0.00307
352,6515.43,0.66409,0.40658,0.98508,0.95085,0.90719,0.95311,0.81304,0.73383,0.40592,0.972,0.0030502,0.0030502,0.0030502
353,6537.32,0.65655,0.39885,0.97799,0.94988,0.90792,0.95333,0.81369,0.73396,0.40632,0.9727,0.0030304,0.0030304,0.0030304
354,6559.11,0.6575,0.40206,0.98441,0.95422,0.90498,0.95292,0.81273,0.73604,0.40752,0.97323,0.0030106,0.0030106,0.0030106
355,6580.91,0.64914,0.39838,0.97538,0.95284,0.90569,0.95298,0.81278,0.73297,0.40702,0.97092,0.0029908,0.0029908,0.0029908
356,6602.65,0.65277,0.39867,0.9734,0.9557,0.90428,0.95297,0.81273,0.73251,0.40736,0.97145,0.002971,0.002971,0.002971
357,6624.56,0.6437,0.39757,0.97279,0.95724,0.90569,0.95259,0.81245,0.7329,0.40811,0.97135,0.0029512,0.0029512,0.0029512
358,6646.62,0.64112,0.39252,0.97495,0.95883,0.90569,0.95278,0.81413,0.73147,0.40712,0.96975,0.0029314,0.0029314,0.0029314
359,6668.67,0.63828,0.38909,0.97366,0.96003,0.90569,0.95267,0.81421,0.73339,0.40949,0.97071,0.0029116,0.0029116,0.0029116
360,6690.51,0.64163,0.38887,0.96881,0.96029,0.90494,0.95247,0.81427,0.73329,0.41212,0.97067,0.0028918,0.0028918,0.0028918
361,6712.69,0.64294,0.39049,0.97382,0.96029,0.90515,0.95233,0.81445,0.73255,0.41376,0.97009,0.002872,0.002872,0.002872
362,6734.55,0.64179,0.38794,0.97166,0.96033,0.90419,0.95202,0.81239,0.73173,0.41222,0.97014,0.0028522,0.0028522,0.0028522
363,6756.53,0.64537,0.39287,0.97214,0.96184,0.90557,0.95215,0.81466,0.73157,0.41042,0.97001,0.0028324,0.0028324,0.0028324
364,6778.57,0.6364,0.38879,0.97159,0.96027,0.90453,0.95195,0.81438,0.7322,0.41107,0.97029,0.0028126,0.0028126,0.0028126
365,6800.51,0.63153,0.38845,0.9677,0.95874,0.90446,0.9518,0.81409,0.73111,0.41112,0.97045,0.0027928,0.0027928,0.0027928
366,6822.57,0.63828,0.40962,0.97803,0.95816,0.90419,0.95245,0.81386,0.73122,0.40961,0.97028,0.002773,0.002773,0.002773
367,6844.55,0.63289,0.38425,0.96839,0.95738,0.90868,0.95253,0.81428,0.73061,0.40906,0.97024,0.0027532,0.0027532,0.0027532
